Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,views,votes
11,phoreoneone,"Jul 9th, 2020 12:53 pm",,"Jul 16th, 2020 1:05 pm",,,10,,,Financial Services,Get $10 for signing up for Ampli,2845,5
12,Jarnail,"Jun 24th, 2020 7:00 pm","August 1, 2020","Jul 16th, 2020 12:55 pm",,1398.99,304,$700 off,Costco,Computers & Electronics,Sony 65” 4K HDR - $1398.99 + free $100 gift card,60246,42
13,chaugh,"May 28th, 2020 7:54 am",,"Jul 16th, 2020 12:51 pm",,,836,,American Express,Computers & Electronics,Amex Business Platinum: $250 credit for $250 spend at dell.ca,130126,99
14,MichaelSun,"Apr 21st, 2020 3:08 pm","July 20, 2020","Jul 16th, 2020 12:47 pm",Financial Services,,1139,,American Express,Credit Cards,Amex Platinum Double Rewards: Double the points 4%/8%/12% Cashback,167756,96
15,Dasire,"Jul 15th, 2020 11:09 am","July 20, 2020","Jul 16th, 2020 12:42 pm",Restaurants,,14,,,Other,$35 off and $22.50 Rakuten Cashback,1764,-5
16,deal_with_singh,"Jul 14th, 2020 3:46 pm",,"Jul 16th, 2020 12:42 pm",,,9,,Uber Eats,Restaurants,Uber Eats - $7 off first 4 orders of $20+ (YMMV - Users without orders) - Stacks with Referral,2521,0
17,sirjimitron,"Apr 22nd, 2020 3:38 pm","June 5, 2020","Jul 16th, 2020 12:30 pm",Financial Services,,282,,Tangerine Chequing,Banking & Investing,YMMV $200 when you switch your everyday banking to your Tangerine Chequing Account (FOR EXISTING CUSTOMERS WITH INSIGHT),68628,50
18,Nikhilvoid,"May 29th, 2020 11:19 am",,"Jul 16th, 2020 12:28 pm",,,122,,Costco,Home & Garden,$270 - Anolon Nouvelle Copper 10-piece Hard Anodized Cookware Set - HOT [Members Only],38407,10
19,shoxsho,"Jul 15th, 2020 10:21 pm",,"Jul 16th, 2020 12:25 pm",,3,8,57% off,Amazon.ca,Groceries,"Castle Kitchen Double Dutch Premium Dark Hot Chocolate Mix - $3.00 (57% off, Add-on)",2194,6
20,danzerino,"Jul 14th, 2020 9:47 am",,"Jul 16th, 2020 12:20 pm",,,6,,,Computers & Electronics,$1169.99 with SPC discount Galaxy Book S Laptop with Buds+,2680,1
21,sprung,"Jul 16th, 2020 9:52 am",,"Jul 16th, 2020 12:16 pm",Entertainment,$0.99,1,,,"Books, Music, Movies, Magazines",iTunes - $0.99 The Infiltrator rental,708,3
22,chadw01,"Apr 24th, 2020 4:30 pm",,"Jul 16th, 2020 12:12 pm",,,106,,,Computers & Electronics,[CDKeys] 12 Month Xbox Live Gold for $33.89 CDN (VPN required),28231,46
23,Ducky90,"Jun 19th, 2020 2:35 am",,"Jul 16th, 2020 12:03 pm",,699,45,,Walmart,Sports & Fitness,Echelon Connect Sport Spin Bike $699,16310,11
24,Rodster,"Jul 16th, 2020 8:46 am",,"Jul 16th, 2020 11:32 am",,,3,,,Apparel,Discounted Canadian Olympic team collection,2335,9
25,gizmokrap,"Jul 8th, 2020 7:42 am","July 16, 2020","Jul 16th, 2020 11:27 am",Computers & Electronics,,46,,,Video Games,"Epic free games 9 - 16 July Killing Floor 2, Lifeless Planet Premium Edition and The Escapist 2",12571,0
26,coopercold,"Jul 16th, 2020 8:03 am",,"Jul 17th, 2020 9:20 am",,,17,,,Groceries,"Gioia Cantucci, Almond Biscotti, 200 g - Product of Italy - 81¢ or 90¢ on S&S + F/S (No Prime Needed)",2108,0
27,Alexis75,"Jul 13th, 2020 9:32 am","October 13, 2020","Jul 16th, 2020 10:35 am",Financial Services,,19,,American Express,Credit Cards,Amex offer (YMMV) 3 times $10 credit on $10 purchase at MOBILE service PROVIDER,3931,8
28,2Riskit,"Jul 16th, 2020 9:37 am",,"Jul 16th, 2020 8:56 pm",Sports & Fitness,75,14,,,Equipment,Hyper Electric 700c Unisex Aluminum Electric bikes $75 (YMMV),1909,0
29,AriGold89,"Jul 16th, 2020 9:20 am","July 16, 2020","Jul 16th, 2020 10:17 am",,,4,10% CB,,Apparel,"Rakuten ""Beat the Heat"" Event: 10% CASH BACK!",2791,4
0,AriGold89,"Jul 16th, 2020 9:20 am","July 16, 2020","Jul 16th, 2020 10:17 am",,,4,10% CB,,Apparel,"Rakuten ""Beat the Heat"" Event: 10% CASH BACK!",2793,4
1,Cloudnyne,"Jul 14th, 2020 4:07 pm","July 17, 2020","Jul 16th, 2020 10:01 am",,$39.99 US,7,25%,,Computers & Electronics,Save 25% on Adobe CC annual All Apps Subscription,2009,-3
2,Andanzas,"Jul 7th, 2020 9:15 pm","September 8, 2020","Jul 16th, 2020 9:56 am",Financial Services,,52,300$,TD Bank,Banking & Investing,TD Chequing Account - $300 Chequing offer,10650,14
3,SoulTracer,"Jul 6th, 2020 8:47 am",,"Jul 16th, 2020 9:48 am",Home & Garden,79.45,93,11%,Amazon.ca,Home Improvement & Tools,$79 Ecobee SmartSensor 2 Pack,16695,17
