original_index,is_outlier,begruendung,zielspalten_bewertet
791,False,"Ein 50%-Rabatt-Angebot von Domino's Pizza in der Kategorie Restaurants rechtfertigt plausibel 4134 Views, 24 Replies und 8 Votes. Das Engagement ist für ein wiederkehrendes Essens-Angebot mit regionalem Bezug (GTA/YMMV) im erwartbaren Rahmen und zeigt typisches Interesse an Food-Deals.","['replies', 'views', 'votes']"
792,True,"Bei 3559 Views und 8 Replies zu einem begehrten Pokemon-Sammelkartenprodukt (Hidden Fates ist bei Sammlern sehr gefragt) wären deutlich mehr Votes (positiv oder negativ) zu erwarten. Die Kombination aus hoher Aufmerksamkeit, aktiver Diskussion und exakt 0 Votes ist im Kontext eines attraktiven Restocks ungewöhnlich.","['replies', 'views', 'votes']"
793,True,"Bei einem attraktiven Werkzeug-Deal (Milwaukee-Marke, 50% Rabatt) mit 1533 Views und 4 positiven Votes wären deutlich mehr als 0 Antworten zu erwarten. Die hohe Aufmerksamkeit ohne jegliche Diskussion ist im Kontext eines Deal-Forums ungewöhnlich.","['replies', 'views', 'votes']"
794,False,"Das Engagement (31 Antworten, 5534 Aufrufe, 6 Votes) ist für einen Deal zu Kontaktlinsen in der Kategorie Beauty & Wellness plausibel. Kontaktlinsen sind ein wiederkehrendes Bedarfsprodukt mit breiter Zielgruppe, was moderate bis gute Reichweite und Diskussion erklären kann, während die relativ niedrigen Votes auf ein Nischenthema ohne extreme Kontroverse oder Begeisterung hindeuten.","['replies', 'views', 'votes']"
795,False,"Das Engagement (8 Antworten, 3142 Views, 4 Votes) ist für ein kostenloses Usenet-Angebot mit Jahresabo-Option im Bereich Computers & Electronics plausibel. Solche technischen Angebote ziehen typischerweise moderate Diskussionen und solide Viewzahlen an, während die Votes aufgrund der Nischenzielgruppe begrenzt bleiben können.","['replies', 'views', 'votes']"
796,True,"Bei einem Film-Deal mit 1178 Views und 3 positiven Votes wären normalerweise zumindest einige Replies zu erwarten, insbesondere bei einer spezialisierten Arrow Films Collection. Die vollständige Abwesenheit jeglicher Diskussion (0 Replies) trotz beachtlicher Reichweite ist im Kontext eines Deal-Forums ungewöhnlich.","['replies', 'views', 'votes']"
797,False,"Das Engagement (6 Antworten, 2614 Aufrufe, 12 Votes) ist für eine Spawn Action Figure im Preisbereich von $24.99 plausibel. Mortal Kombat und Spawn haben eine etablierte Fanbase, die moderates bis gutes Interesse an Sammelfiguren zeigt, sodass die Werte im erwartbaren Rahmen liegen.","['replies', 'views', 'votes']"
798,False,"Das Engagement ist für diesen Kontext plausibel: Ein Werkzeug mit 70% Rabatt von einem bekannten Händler (Canadian Tire) in der Home Improvement Kategorie kann durchaus 3574 Views, 19 Antworten und 3 positive Votes generieren. Die Werte passen zum Interesse an einem stark reduzierten Elektrowerkzeug.","['replies', 'views', 'votes']"
799,True,"Das Verhältnis von 28 Antworten und 3744 Views zu nur 1 Vote ist im Kontext einer Dashcam für ~58 USD deutlich ungewöhnlich. Bei diesem hohen Engagement (viele Diskussionen und Aufrufe) wäre normalerweise eine deutlich höhere oder niedrigere Vote-Zahl zu erwarten, die die Attraktivität oder Kontroverse des Deals widerspiegelt.","['replies', 'views', 'votes']"
800,False,"Das Engagement (19 Antworten, 4220 Aufrufe, 3 Votes) ist für einen praktischen Home-Improvement-Deal mit gutem Preis-Leistungs-Verhältnis (Sackkarre für ~50$) plausibel. Die moderate Diskussion und solide Reichweite passen zum Kontext eines nützlichen Werkzeug-Angebots, das Interesse weckt aber nicht kontrovers ist.","['replies', 'views', 'votes']"
801,False,"Das Engagement (6 Antworten, 2372 Aufrufe, 3 Votes) ist für ein spezialisiertes Heimwerker-Produkt (Rostschutzmittel) im niedrigen Preissegment plausibel. Die moderate Interaktion passt zu einem Nischenprodukt mit begrenzter, aber interessierter Zielgruppe.","['replies', 'views', 'votes']"
802,True,"Die Anzahl der Views (5599) ist im Verhältnis zu den Replies (6) und Votes (10) extrem hoch und ungewöhnlich. Bei einem Entertainment-Angebot mit fast 5600 Aufrufen wäre deutlich mehr Engagement in Form von Antworten und Votes zu erwarten, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes']"
803,False,"Ein Hochstuhl für Kinder von Costco zu einem moderaten Preis zeigt mit 3062 Views, 6 Replies und 4 Votes ein normales Engagement für die Kategorie 'Kids & Babies'. Das Interesse ist für ein Nischenprodukt im Babybereich angemessen und nicht ungewöhnlich.","['replies', 'views', 'votes']"
804,False,"Ein Versandkostenfreiheits-Angebot von Decathlon im Sports & Fitness Bereich mit 17 Antworten, 3210 Aufrufen und 5 Votes zeigt ein moderates, kontextangemessenes Engagement. Solche Versandaktionen generieren typischerweise Interesse in der Community, und die Werte liegen im erwartbaren Rahmen für einen nützlichen, aber nicht außergewöhnlichen Deal.","['replies', 'views', 'votes']"
805,True,"Ein Fitness-Studio-Angebot mit 54% Rabatt hat 3755 Views und 20 Replies, was auf deutliches Interesse hindeutet, aber gleichzeitig stark negative Votes (-29). Diese Diskrepanz zwischen hohem Engagement (Views/Replies) und stark negativer Bewertung ist im Kontext eines attraktiv wirkenden Deals ungewöhnlich und deutet auf kontroverse Aspekte oder versteckte Probleme hin.","['replies', 'views', 'votes']"
806,True,Das Verhältnis zwischen sehr hohen Views (12.517) und Replies (42) zu extrem niedrigen Votes (4) ist deutlich ungewöhnlich. Bei einem Automotive-Deal mit starkem Interesse (hohe Aufrufzahlen und aktive Diskussion) wäre normalerweise ein deutlich höheres Vote-Engagement zu erwarten.,"['replies', 'views', 'votes']"
807,True,Bei einem Gaming-Headset mit 36% Rabatt und 3354 Views wäre deutlich mehr Engagement zu erwarten. Nur 1 Vote und 10 Replies bei dieser hohen Reichweite ist ungewöhnlich niedrig für ein attraktives Elektronik-Angebot.,"['replies', 'views', 'votes']"
808,False,"Das Engagement ist für einen gezielten (Targeted YMMV) Walmart-Gutschein im erwartbaren Rahmen. Die moderate Anzahl an Views (1285), minimale Replies (1) und leicht negative Votes (-1) passen zum Kontext eines nicht universell verfügbaren Angebots, das nur für ausgewählte Nutzer gilt und daher begrenzte Relevanz und gemischte Reaktionen hervorruft.","['replies', 'views', 'votes']"
809,False,"Das Engagement (4 Antworten, 2009 Aufrufe, 6 Votes) ist für ein Werkzeug-Angebot im Home Improvement Bereich mit mehreren preisgünstigen Produkten plausibel. Die moderate Interaktion passt zu einem soliden, aber nicht außergewöhnlichen Deal für Nischenwerkzeuge.","['replies', 'views', 'votes']"
810,False,"Das Engagement ist für diesen Kontext plausibel: Ein stark reduziertes Ski-Set (ca. $58) von einer bekannten Marke erzeugt erwartbar Interesse mit 1770 Views und 8 Antworten, während die niedrigen 2 Votes auf ein Nischenprodukt (Wintersport-Equipment) mit begrenzter Zielgruppe hindeuten.","['replies', 'views', 'votes']"
811,False,"Das Engagement ist im Kontext plausibel: Ein Costco-Mitgliedschafts-Angebot mit Grillschaber-Prämie kann durchaus 14.624 Views und 54 Antworten generieren, da Costco-Mitgliedschaften viele Nutzer interessieren. Die leicht negativen Votes (-7) deuten darauf hin, dass das Angebot als wenig attraktiv oder irrelevant empfunden wurde, was bei einem eher unspektakulären Incentive (Grillschaber) nachvollziehbar ist.","['replies', 'views', 'votes']"
812,False,"Das Engagement ist für diesen Kontext plausibel: Eine bekannte Logitech-Maus mit 43% Rabatt bei Amazon.ca ist ein attraktives Angebot, das hohes Interesse (14662 Views), aktive Diskussion (49 Replies) und positive Bewertung (32 Votes) nachvollziehbar erklärt. Die Werte stehen in einem ausgewogenen Verhältnis zueinander.","['replies', 'views', 'votes']"
813,False,"Ein gezielter eBay-Gutschein mit eingeschränkter Verfügbarkeit (Targeted, YMMV) erklärt plausibel die negativen Votes (-7), da viele Nutzer den Deal nicht nutzen können. Die moderaten Views (2756) und Replies (16) passen zum Interesse an einem limitierten Angebot, das Diskussionen über Verfügbarkeit auslöst.","['replies', 'views', 'votes']"
814,False,"Das Engagement (43 Antworten, 12237 Aufrufe, 27 Votes) ist für eine beliebte Logitech-Maus mit 50% Rabatt bei Amazon.ca im erwartbaren Rahmen. Ein solider Rabatt auf ein bekanntes Markenprodukt rechtfertigt diese moderate bis gute Resonanz in einem Deal-Forum.","['replies', 'views', 'votes']"
815,True,"Die Anzahl der Antworten (595) ist im Verhältnis zu den Votes (39) und dem Kontext (Rasenmäher für ~476$) extrem ungewöhnlich hoch. Selbst bei hohen Views (100927) wäre bei einem solchen Gartengerät normalerweise deutlich weniger intensive Diskussion zu erwarten, es sei denn, es gäbe außergewöhnliche Umstände.","['replies', 'views', 'votes']"
816,False,"Das Engagement passt zum Kontext: Ein Smart Plug mit 42% Rabatt in der Kategorie Computers & Electronics zeigt moderate Interaktion (9 Antworten, 2605 Views). Die negativen Votes (-9) deuten darauf hin, dass der Deal als nicht besonders attraktiv wahrgenommen wurde, was bei einem bereits zuvor reduzierten Produkt und dem '[warm]'-Tag plausibel ist.","['replies', 'views', 'votes']"
817,False,"Ein 4-Tonnen-Wagenheber für ~170$ ist ein solides Automotive-Angebot, das moderate Aufmerksamkeit rechtfertigt. Die 1156 Views, 7 Votes und 3 Replies liegen im erwartbaren Rahmen für ein Nischen-Werkzeugangebot in der Automotive-Kategorie.","['replies', 'views', 'votes']"
818,False,"Das Engagement ist im Kontext plausibel: Eine 2TB NVMe SSD für ~$316 ist ein mittelmäßiges Angebot (nicht außergewöhnlich günstig), was die negativen Votes (-5) erklärt. Die 2820 Views und 12 Replies zeigen normales Interesse an Computer-Hardware, während die negativen Votes auf ein als nicht besonders attraktiv bewertetes Preis-Leistungs-Verhältnis hindeuten.","['replies', 'views', 'votes']"
819,False,"Das Engagement ist für einen Haushaltsreiniger-Deal bei Amazon.ca im erwartbaren Rahmen. 5202 Views, 15 Replies und 19 positive Votes passen zu einem soliden Alltagsprodukt-Angebot mit gutem Preis-Leistungs-Verhältnis ($2.13 für 1.41L Desinfektionsreiniger), das moderate Aufmerksamkeit und Diskussion generiert.","['replies', 'views', 'votes']"
820,True,"Eine kostenlose Mitgliedschaft mit nur 1 Antwort bei 2401 Views und 9 Votes zeigt ein ungewöhnliches Muster: Die hohe View-Zahl deutet auf starkes Interesse hin, doch die extrem niedrige Interaktion (nur 1 Reply) passt nicht zu diesem Engagement-Level und den positiven Votes.","['replies', 'views', 'votes']"
821,False,"Ein Mobilfunk-Guthaben-Deal ($125 für $100) mit 5688 Views, 16 Replies und 5 Votes zeigt ein plausibles Engagement-Muster. Die hohen Views bei moderaten Interaktionen passen zu einem wiederkehrenden, nützlichen Deal, der viele Interessenten anzieht, aber nur begrenzte Diskussion auslöst.","['replies', 'views', 'votes']"
822,False,"Das Engagement (1361 Views, 1 Reply, 5 Votes) ist für ein Werkzeug-Angebot im Home-Improvement-Bereich angemessen. Die moderate Aufmerksamkeit passt zu einem spezialisierten, preisgünstigen Werkzeugset, das eine Nischenzielgruppe anspricht, aber keine breite Masse begeistert.","['replies', 'views', 'votes']"
823,True,"Die Anzahl der Views (9180) ist im Verhältnis zu einem einfachen Dollarama-Produkt (Wine Chiller für $4) extrem hoch und steht in keinem plausiblen Verhältnis zur Attraktivität des Angebots. Während 16 Replies und 20 Votes noch im Rahmen liegen könnten, sind über 9000 Aufrufe für diesen Low-Budget-Artikel aus dem Home & Garden-Bereich deutlich ungewöhnlich.","['replies', 'views', 'votes']"
824,True,"Das Engagement zeigt eine extreme Diskrepanz: 4009 Views und 11 Replies deuten auf hohes Interesse hin, aber nur 1 Vote ist für einen Deal mit 26% Ersparnis auf ein Markenprodukt (DEWALT) ungewöhnlich niedrig. Normalerweise würde ein solcher Deal mit dieser Reichweite deutlich mehr Votes generieren.","['replies', 'views', 'votes']"
825,False,"Das Blue Yeti Mikrofon ist ein beliebtes Produkt bei Tech-Enthusiasten, und ein Pricematch-Deal bei Best Buy für ~$120 kann durchaus Interesse wecken. Die 3910 Views und 9 Replies sind für ein spezifisches Elektronikprodukt im normalen Bereich, während der leicht negative Vote (-1) auf gemischte Meinungen zur Deal-Qualität hindeutet, was bei YMMV-Deals (Your Mileage May Vary) typisch ist.","['replies', 'views', 'votes']"
826,False,"Eine 6TB externe Festplatte für ~130$ von Best Buy ist ein solides Angebot im Elektronikbereich, das moderate Aufmerksamkeit (3232 Views, 10 Replies) rechtfertigt. Die negativen Votes (-8) können durch Preisvergleiche, verfügbare Alternativen oder Skepsis gegenüber dem Deal-Wert erklärt werden und sind im Forum-Kontext nicht ungewöhnlich.","['replies', 'views', 'votes']"
827,True,"Ein Spin Bike für 1000$ ist ein hochwertiges Fitnessgerät, das typischerweise Interesse wecken sollte. 709 Views bei gleichzeitig 0 Replies und 0 Votes ist ungewöhnlich – normalerweise würde ein solches Angebot zumindest einige Reaktionen (Votes oder Kommentare) generieren, wenn es tatsächlich von so vielen Nutzern gesehen wurde.","['replies', 'views', 'votes']"
828,False,"Das Produkt ist eine hochpreisige externe GPU-Lösung ($359.10) für eine technisch versierte Zielgruppe. Die 11.138 Views zeigen starkes Interesse an diesem Nischenprodukt, während 27 Replies auf technische Diskussionen hindeuten und 6 Votes im normalen Bereich für ein spezialisiertes Elektronikprodukt liegen. Das Engagement passt zum Kontext eines technischen Gaming-/Computer-Produkts.","['replies', 'views', 'votes']"
829,False,"Das Engagement (3 Antworten, 1576 Aufrufe, 6 Votes) ist für einen Home & Garden Deal mit 75% Rabatt ($2.62 statt $10.49) bei einem großen Händler wie Lowe's durchaus plausibel. Die moderaten Interaktionswerte passen zu einem Nischenprodukt (Splash Block) mit gutem Preisvorteil, das eine gewisse Aufmerksamkeit erhält, aber kein virales Interesse erzeugt.","['replies', 'views', 'votes']"
830,False,"Das Engagement (5 Antworten, 1947 Aufrufe, 7 Votes) ist für einen Gartengeräte-Deal mit ca. 31% Rabatt (~$40 Ersparnis) auf einen Rasentrimmer durchaus plausibel. Die Werte liegen im erwartbaren Rahmen für ein saisonales Home & Garden Produkt mit moderatem Preisvorteil.","['replies', 'views', 'votes']"
831,False,"Ein Restaurant-Deal mit 30% Rabatt ab $35 und YMMV-Einschränkung zeigt mit 3815 Views moderates Interesse, 7 Replies deuten auf begrenzte Diskussion hin, und -6 Votes sind plausibel für einen Deal mit eingeschränkter Verfügbarkeit oder wahrgenommenen Limitierungen. Das Engagement passt zum Kontext eines selektiv verfügbaren Angebots.","['replies', 'views', 'votes']"
832,False,"Ein großer Sale bei einer bekannten Modemarke (GAP) mit bis zu 60% Rabatt plus zusätzlichen Rabatten rechtfertigt plausibel die hohen Views (12864) und das moderate Engagement (31 Replies, 19 Votes). Das Verhältnis zwischen Reichweite und Interaktion ist für einen attraktiven Apparel-Deal im erwartbaren Rahmen.","['replies', 'views', 'votes']"
833,False,"Das Engagement ist für diesen Kontext plausibel: Ein iPhone-Deal mit Vertrag erzeugt erwartungsgemäß hohe Aufmerksamkeit (3611 views), moderate Diskussion (11 replies) und die negativen votes (-7) deuten auf eine gemischte Bewertung hin, was bei Vertragsangeboten mit monatlichen Kosten und ohne zusätzliche Boni (no buds) durchaus üblich ist.","['replies', 'views', 'votes']"
834,False,"Ein Grocery-Deal mit Cashback-Angebot bei Kelloggs-Cerealien zeigt mit 22.904 Views, 68 Replies und 16 Votes ein plausibles Engagement. Solche Aktionen großer Marken mit direktem Geldvorteil erreichen typischerweise eine breite Zielgruppe und regen zu Diskussionen über Verfügbarkeit und Einlösebedingungen an.","['replies', 'views', 'votes']"
835,False,"Das Engagement ist für einen Costco-Getränkedeal im erwartbaren Rahmen: 3285 Views und 16 Replies zeigen normales Interesse an einem Großpackungs-Angebot, während die -4 Votes auf eine gemischte Bewertung hindeuten, was bei Preis-Leistungs-Diskussionen über Energy-Drinks durchaus üblich ist.","['replies', 'views', 'votes']"
836,False,"Das Engagement (3 Antworten, 2908 Aufrufe, 11 Votes) ist für ein Fotobuch-Angebot mit attraktivem Preis und Zusatzvorteil (unbegrenzt kostenlose Seiten) plausibel. Die moderate Interaktion passt zu einem Nischenprodukt mit spezifischer Zielgruppe, das Interesse weckt, aber nicht massenhaft diskutiert wird.","['replies', 'views', 'votes']"
837,False,"Das Engagement ist für diesen Kontext plausibel: Ein Nischenprodukt (Autowaschmittel) bei Costco mit moderatem Rabatt ($15 off) zeigt typisches Verhalten mit geringen Interaktionen (1 Antwort) bei mittleren Views (1797) und leicht negativen Votes (-3), was auf begrenzte Attraktivität oder gemischte Meinungen hindeutet.","['replies', 'views', 'votes']"
838,False,"Das Engagement ist für diesen Kontext unauffällig: Ein Badezimmer-Organizer mit 40% Rabatt für ~27$ ist ein solider, aber nicht außergewöhnlicher Deal. Die 1526 Views, 5 Replies und 2 Votes passen zu einem nützlichen Home & Garden-Produkt mit moderatem Interesse – weder besonders viral noch ungewöhnlich niedrig.","['replies', 'views', 'votes']"
839,True,"Die Anzahl der Antworten (424) ist im Verhältnis zu den Votes (104) extrem hoch und ungewöhnlich für einen Deal mit Bookshelf-Lautsprechern. Typischerweise liegt das Verhältnis von Replies zu Votes deutlich niedriger, selbst bei beliebten Audio-Deals, was auf eine anomale Diskussionsaktivität hindeutet.","['replies', 'views', 'votes']"
840,False,"Das Engagement ist für diesen Kontext plausibel: Ein hochwertiges Bose-Produkt (Noise Cancelling Headphones 700) zu einem attraktiven Refurbished-Preis von $374.99 kann durchaus 3914 Views generieren. Die 11 Replies und 1 Vote deuten auf moderates Interesse hin, was bei einem bekannten Markenprodukt im erwartbaren Rahmen liegt.","['replies', 'views', 'votes']"
841,True,"Die Anzahl der Views (4174) ist im Verhältnis zu den Replies (7) und Votes (3) extrem hoch und ungewöhnlich für ein einfaches Werkzeug-Angebot (C-Clamps). Typischerweise würde man bei über 4000 Aufrufen deutlich mehr Engagement erwarten, insbesondere mehr Votes, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes']"
842,False,"Das Engagement ist für diesen Deal plausibel: Ein stark rabattiertes Werkzeug-Set (65% Ersparnis) zu einem niedrigen Preis von $9.99 spricht eine breite Zielgruppe an und erklärt die hohen Views (13221), die moderate Anzahl an Replies (33) und die positiven Votes (44) im Kontext eines attraktiven Home-Improvement-Angebots.","['replies', 'views', 'votes']"
843,False,"Das Engagement ist für einen technischen Usenet-Deal im Kontext plausibel: 3520 Views zeigen Interesse an einem Nischenprodukt, 12 Replies deuten auf Rückfragen oder Diskussionen hin, und 2 Votes (leicht positiv) passen zu einem spezialisierten Angebot, das nicht die breite Masse anspricht. Usenet-Deals richten sich an eine kleinere, technisch versierte Zielgruppe.","['replies', 'views', 'votes']"
844,True,"Das Engagement zeigt eine extreme Diskrepanz: 17.508 Views und 56 Replies deuten auf hohes Interesse hin, während -37 Votes stark negativ sind. Diese Kombination aus hoher Aufmerksamkeit bei gleichzeitig deutlicher Ablehnung ist für einen Beauty-Deal ungewöhnlich und lässt auf kontroverse Umstände schließen, die über normale Deal-Bewertungen hinausgehen.","['replies', 'views', 'votes']"
845,True,"Das Engagement zeigt eine extreme Diskrepanz: 3482 Views und 15 Replies deuten auf hohes Interesse hin, während nur 1 Vote extrem niedrig ist für diese Reichweite. Bei solch hoher Sichtbarkeit und Diskussionsbeteiligung wäre deutlich mehr Voting-Aktivität (positiv oder negativ) zu erwarten.","['replies', 'views', 'votes']"
846,True,"Das Verhältnis von 170 Antworten bei nur 17 Votes ist extrem ungewöhnlich – typischerweise generieren Threads mit so vielen Diskussionsbeiträgen deutlich mehr Votes (positiv oder negativ). Die hohe Anzahl an Views (54.137) passt zwar zur Diskussionsintensität, aber die sehr niedrige Vote-Zahl im Verhältnis zu Replies deutet auf eine Anomalie hin.","['replies', 'views', 'votes']"
847,True,"Die Zeile zeigt 3640 Views bei nur 1 Reply und 1 Vote, was ein extrem ungewöhnliches Verhältnis darstellt. Für einen Sneaker-Deal (Ultraboost zu $112.5) wäre bei dieser hohen Reichweite deutlich mehr Engagement in Form von Antworten und Votes zu erwarten.","['replies', 'views', 'votes']"
848,False,"Ein Roboterstaubsauger mit 68% Rabatt (von $499.99 auf $159.99) ist ein attraktives Angebot, das plausibel 3999 Views, 5 Antworten und 3 positive Votes generieren kann. Das Engagement-Niveau passt zum Kontext eines werthaltigen Home-Deals mit substantieller Ersparnis.","['replies', 'views', 'votes']"
849,True,Das Engagement zeigt eine extreme Diskrepanz: 24.078 Views und 93 Replies bei nur 1 Vote ist höchst ungewöhnlich. Bei einem Banking-Thema mit so hoher Reichweite und intensiver Diskussion wäre deutlich mehr Voting-Aktivität (positiv oder negativ) zu erwarten.,"['replies', 'views', 'votes']"
850,True,"Bei 2581 Views und einer Ersparnis von $55 auf eine TNF Gotham Jacket wäre normalerweise deutlich mehr Engagement zu erwarten. Die Kombination aus hoher Reichweite (2581 Views), nur 3 Replies und 0 Votes ist für einen Marken-Winterjacken-Deal mit substantieller Ersparnis ungewöhnlich niedrig.","['replies', 'views', 'votes']"
851,True,Die Anzahl der Views (2616) ist im Verhältnis zu den Replies (2) und Votes (11) extrem hoch und ungewöhnlich für ein einfaches Lebensmittel-Angebot (Corn Flakes). Typischerweise würde ein solch hohes View-Engagement bei einem Standardprodukt deutlich mehr Interaktion (Replies/Votes) nach sich ziehen.,"['replies', 'views', 'votes']"
852,False,"Ein sitewide 10%-Rabatt bei zavvi.com (Entertainment-Händler) mit 1459 Views, 2 Replies und -2 Votes ist im Kontext plausibel. Der moderate Rabatt erklärt das begrenzte Engagement und die leicht negativen Votes, da solche allgemeinen Rabattaktionen oft als weniger attraktiv wahrgenommen werden.","['replies', 'views', 'votes']"
853,False,"Das Engagement ist für diesen Kontext plausibel: Ein Werkzeug mit 70% Rabatt (von ~$50 auf $15) ist ein attraktiver Deal, der in der Automotive-Kategorie Interesse weckt. Die 7978 Views, 37 Replies und 16 Votes passen zu einem soliden, diskussionswürdigen Angebot bei Canadian Tire.","['replies', 'views', 'votes']"
854,True,"Die Kombination aus sehr hohen Views (10152) und vielen Replies (15) bei gleichzeitig nur 2 Votes ist für einen Elektronik-Deal bei Walmart deutlich ungewöhnlich. Normalerweise würde ein Deal mit so viel Aufmerksamkeit und Diskussion deutlich mehr Votes (positiv oder negativ) generieren, was auf eine Anomalie im Engagement-Muster hindeutet.","['replies', 'views', 'votes']"
855,False,"Das Engagement (8 Replies, 3684 Views, 8 Votes) ist für einen extremen Preisfehler-Deal (0.02 Cents für Umstandsjeans bei Walmart) plausibel und im erwartbaren Rahmen. Solche YMMV-Preisfehler erzeugen typischerweise moderate Diskussionen und erhöhte Aufmerksamkeit, was hier der Fall ist.","['replies', 'views', 'votes']"
856,False,"Der Thread behandelt ein gesellschaftlich relevantes Thema (Angebote für Frontline-/Healthcare-Worker während vermutlich der Pandemie) mit breiter geografischer Reichweite (Vancouver, GTA, ganz Kanada). Die hohen Werte bei views (141971), replies (318) und votes (90) sind für ein solches Sammelthema mit starkem Community-Interesse und langer Laufzeit plausibel und im Kontext erwartbar.","['replies', 'views', 'votes']"
857,False,"Das Engagement (2 Antworten, 1436 Aufrufe, 4 Votes) ist für einen spezialisierten Aquaristik-Deal mit mittlerem Preis und moderater Ersparnis plausibel. Canister-Filter sind Nischenprodukte für Aquarienbesitzer, was die moderate Interaktion bei solider Reichweite erklärt.","['replies', 'views', 'votes']"
858,False,"Das Engagement (9 Antworten, 3250 Aufrufe, 16 Votes) ist für einen Elektronik-Deal einer smarten Steckdosenleiste von TP-Link bei Amazon.ca im erwartbaren Rahmen. Der Preis von $34.99 für ein Smart-Home-Produkt ist attraktiv genug, um moderates Interesse zu wecken, ohne außergewöhnlich viral zu sein.","['replies', 'views', 'votes']"
859,False,"Das Engagement (19 Antworten, 8613 Aufrufe, 15 Votes) ist für einen IKEA-Möbeldeal mit YMMV-Hinweis (Your Mileage May Vary) plausibel. Möbeldeals, insbesondere bei bekannten Händlern wie IKEA, erzeugen typischerweise moderates bis hohes Interesse, und die Werte liegen im erwartbaren Rahmen für diese Kategorie.","['replies', 'views', 'votes']"
860,False,"Das Engagement ist für einen Bluetooth-Lautsprecher im mittleren Preissegment (~80 CAD) von einer bekannten Marke (Ultimate Ears) bei Amazon plausibel. 7961 Views, 23 Replies und 6 Votes deuten auf moderates Interesse hin, was für Elektronik-Deals in dieser Preisklasse typisch ist.","['replies', 'views', 'votes']"
861,False,"Das Engagement ist für diesen Kontext plausibel: Ein Marken-Elektrowerkzeug (RYOBI) zu einem attraktiven Preis von $19.88 bei einem bekannten Händler (Home Depot) kann durchaus 7452 Views, 23 Antworten und 15 positive Votes generieren. Die Werte stehen in einem nachvollziehbaren Verhältnis zueinander und passen zur Kategorie Home Improvement & Tools.","['replies', 'views', 'votes']"
862,True,Die Anzahl der Views (1218) ist im Verhältnis zu den sehr niedrigen Engagement-Werten (nur 1 Reply und 3 Votes) für ein einfaches Beauty-Produkt mit geringem Preis deutlich ungewöhnlich hoch. Typischerweise würde ein solches Angebot bei über 1200 Aufrufen mehr Interaktion generieren.,"['replies', 'views', 'votes']"
863,False,"Das Engagement ist für diesen Kontext plausibel: Ein Makita-Werkzeug mit 55% Rabatt (199$ auf 90$) bei Home Depot ist attraktiv genug, um 2350 Views und 8 Replies zu rechtfertigen. Die 0 Votes sind zwar neutral, aber bei YMMV-Deals (Your Mileage May Vary) nicht ungewöhnlich, da die Verfügbarkeit eingeschränkt ist und nicht alle Nutzer profitieren können.","['replies', 'views', 'votes']"
864,False,"Ein bekannter Film (Sonic 2020) in 4K mit 67% Rabatt für $9.99 rechtfertigt plausibel 4148 Views, 16 Replies und 9 Votes. Das Engagement entspricht einem attraktiven digitalen Medien-Deal mit moderater Community-Resonanz und ist im Kontext nicht ungewöhnlich.","['replies', 'views', 'votes']"
865,False,"Das Engagement ist für diesen Deal plausibel: Ein stark rabattiertes Markenprodukt (81% Ersparnis, von $21.99 auf $4) bei Dollarama erklärt das hohe Interesse mit 12.146 Views, 42 Antworten und 24 positiven Votes. Sonnenschutz ist ein gefragtes Produkt, und der extreme Preisvorteil rechtfertigt die erhöhte Aufmerksamkeit und Diskussion.","['replies', 'views', 'votes']"
866,False,"Ein günstiges Ladegerät (6,99$) aus der Kategorie Computers & Electronics mit 17 Antworten, 5963 Aufrufen und 8 Votes zeigt ein normales Engagement-Muster. Das moderate Interesse passt zu einem preiswerten Elektronik-Zubehör-Deal ohne außergewöhnliche Ersparnis.","['replies', 'views', 'votes']"
867,True,"Die Anzahl der Views (1877) ist für einen stark lokal begrenzten Clearance-Deal ('Hwy7/High Tech loc only') eines Grundnahrungsmittels (Mehl) extrem hoch, während das sonstige Engagement (1 Reply, 4 Votes) sehr niedrig bleibt. Diese Diskrepanz zwischen hoher Reichweite und minimalem Interaktionsverhalten ist im gegebenen Kontext deutlich ungewöhnlich.","['replies', 'views', 'votes']"
868,False,"Das Engagement (28 Antworten, 8752 Aufrufe, -3 Votes) ist für einen Lysol-Spray-Deal während einer Zeit erhöhter Nachfrage nach Desinfektionsmitteln plausibel. Die hohen Views und Antworten bei leicht negativen Votes deuten auf kontroverse Diskussionen hin, was bei Hygieneprodukten in Krisenzeiten typisch ist.","['replies', 'views', 'votes']"
869,False,"Ein Bose-Soundsystem mit 52% Rabatt ($130 Ersparnis) ist ein attraktives Markenangebot, das hohes Interesse rechtfertigt. Die 4989 Views, 12 Replies und 4 Votes sind für einen solchen Deal im Home-Audio-Bereich plausibel und im erwartbaren Rahmen.","['replies', 'views', 'votes']"
870,True,"Die Kombination aus sehr hohen Views (990) bei gleichzeitig extrem niedrigem Engagement (nur 1 Reply, 4 Votes) ist für einen Kreditkarten-Deal ungewöhnlich. Selbst bei einem YMMV-Angebot (Your Mileage May Vary) würde man bei fast 1000 Aufrufen deutlich mehr Interaktion erwarten, insbesondere Rückfragen zur Verfügbarkeit oder Erfahrungsberichte.","['replies', 'views', 'votes']"
