original_index,Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
645,16,CrackTheDeal,2020-07-09T18:59:00,,2020-07-09T23:33:00,,1.49,5,,Apple,Computers & Electronics,Bridge Constructor Portal (iOS Game App) for $1.49,https://apps.apple.com/ca/app/bridge-constructor-portal/id1311353234,1784,4
646,17,theprocess,2020-07-03T03:18:00,,2020-07-09T23:06:00,,,129,,,Sports & Fitness,Burton Snowboard Summer Sale July 3-6 up to 60% off,https://www.burton.com/ca/en/c/sale-gear,25011,65
647,18,Rob_EV,2020-07-07T11:30:00,,2020-07-09T22:19:00,Home & Garden,119.0,26,60.0,,Home Improvement & Tools,BC Fasteners / Home Depot - Milwaukee M12 Fuel Hackzall (Bare Tool) w FS - $119,https://bcfasteners.com/shop/milwaukee-2520-20-m12-fuel-hackzall-recip-saw/,4604,13
648,19,francisranger,2020-07-07T11:46:00,,2020-07-09T22:15:00,Beauty & Wellness,69.5,11,0.5,Amazon.ca,Beauty Supplies & Personal Care,Clarisonic Mia Brush Device | 50% OFF | $69.50,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FClarisonic-Cleansing-Removes-Smoother-Reduction%2Fdp%2FB07RKHZSJ3%2Fref%3Dsr_1_8%3Fcrid%3D2LM6DH78FAVTP%26dchild%3D1%26keywords%3Dclarisonic%26qid%3D1594136394%26sprefix%3DClarisonic%252Caps%252C168%26sr%3D8-8&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,4864,9
649,20,Marchsiun,2020-07-05T11:23:00,,2020-07-09T22:04:00,,14.99,48,,Home Depot,Home & Garden,Thermacell area repellent,,16480,7
650,21,XxXSnake23XxX,2020-07-09T16:42:00,,2020-07-09T22:00:00,Computers & Electronics,19.96,4,,Walmart,Video Games,NHL 20 [PS4|XBOX ONE] $19.96,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000200006654%3Fcmpid%3Daffiliate_rakuten_en_none_none%26utm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Daffiliate_rakuten_en_none_none%26utm_content%3D10%26siteID%3DTnL5HPStwNw-wFX5Ot6cLspXBGD5YNYlOQ%26wmlspartner%3DTnL5HPStwNw&u1=rfdcb,1581,1
651,22,Stoncs,2020-05-11T19:20:00,2020-05-31,2020-07-09T21:36:00,Apparel,18.89,259,40% off,,Men's Apparel,SAXX underwear 40% off sale starting at $18.89,http://www.tkqlhce.com/click-749547-13802030?url=https%3A%2F%2Fwww.saxxunderwear.ca%2Fcollections%2Fsale&sid=rfdcb,72777,134
652,23,RandomGuy22,2020-07-03T20:31:00,,2020-07-09T20:46:00,,478.69,54,,Amazon.ca,Computers & Electronics,XFX RX 5700 XT Triple Dissipation Graphics Card - $478.69,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FXFX-Triple-Dissipation-Graphics-RX-57XT83LD8%2Fdp%2FB087J3KM2X%2Fref%3Dzg_bs_677243011_9%3F_encoding%3DUTF8%26psc%3D1%26refRID%3DYW5H277MZC648TCRSPV2&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,10805,20
653,24,RainDown,2020-07-06T11:52:00,,2020-07-09T20:44:00,Computers & Electronics,62.59,46,22.0,,Video Games,Cyberpunk 2077 PC Pre-order $62.59 Digital Download ~22% off,https://www.cdkeys.com/pc/games/cyberpunk-2077-gog-pc,7478,-5
654,25,harjot89,2020-07-04T20:53:00,,2020-07-09T20:01:00,Automotive,39.9,38,42.0,Amazon.ca,Auto Parts & Accessories,Dual Dash Cam Front and Rear 3 Inches FHD Cars Dashboard- $39.90 ($30 off),http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07VD47GX8%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,10971,0
655,26,ben2003,2020-07-05T18:22:00,,2020-07-09T19:45:00,Home & Garden,459.99,24,,Costco,Home Improvement & Tools,"Toto bidet - $459.99 (in-store, ymmv)",,7236,3
656,27,scott_newsgroup,2020-07-09T16:55:00,,2020-07-09T19:44:00,Computers & Electronics,19.49,4,,Nintendo,Video Games,Nintendo Switch - FIFA 2020 $19.49,https://www.nintendo.com/en_CA/games/detail/ea-sports-fifa-20-nintendo-switch-legacy-edition-switch/,1754,-1
657,28,oj777,2020-07-02T22:10:00,,2020-07-09T19:01:00,,0.0,34,0.43,Walmart,Home & Garden,Get 2 Glade Air Freshener Kits for FREE-0.43 Cents (depending on provincial sales tax) after Checkout 51 Cashback!,,10816,34
658,29,jDubz2071,2020-07-09T10:42:00,2020-07-10,2020-07-09T18:55:00,,79.99,3,11.0,Amazon.ca,Computers & Electronics,Razer DeathAdder V2,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB082G5SPR5%2F%3Fcoliid%3DI30DKDYHDM9XDO%26colid%3D2LV8N4NOJ14AV%26psc%3D1%26ref_%3Dlv_ov_lig_dp_it&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2297,-3
659,0,wudtsilake,2020-06-08T19:55:00,,2020-07-09T18:07:00,Financial Services,2.5,30,,CIBC,Banking & Investing,CIBC eAdvantage Savings Account 2.5% Interest,https://www.cibc.com/en/special-offers/fall-savings-promotion.html?utrc=S232:100&gclid=Cj0KCQjww_f2BRC-ARIsAP3zarHbJuqlnBGXB6-0mrM_Tzd1Czx_BaRtS1bVnFgEEryuOJcjbZldnf4aAgraEALw_wcB&gclsrc=aw.ds,10364,15
660,1,Terabithia,2020-07-08T19:18:00,,2020-07-09T17:57:00,Computers & Electronics,19.99,3,0.3,Amazon.ca,Home Theatre & Audio,"Skullcandy Jib+ Wireless Earbuds, Red (S2JPW-M010) $19.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07RV9DWDW%2Fref%3Dcm_sw_r_cp_taa_QcLbFbPF1RVFG&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2561,3
661,2,doomsdayjohn,2020-07-08T11:16:00,,2020-07-09T17:27:00,Computers & Electronics,53.99,5,,,Cell Phones,Wireless LED Dock $40 OFF Plus Extra 10% OFF with Discount Code,https://fastchargedocks.com/,1523,-2
662,3,ArtP26,2020-07-04T16:33:00,,2020-07-09T17:22:00,,,37,,,Groceries,Lindt Chocolate Sale 80% off,,14745,-6
663,4,CrackTheDeal,2020-07-09T08:38:00,,2020-07-09T16:59:00,,1.1,3,95,STEAM,Computers & Electronics,Sonic Generations Collection + Casino Night DLC (PC Digital Download) for $1.10,https://store.steampowered.com/app/71340/Sonic_Generations_Collection/,1139,10
664,5,nawazz,2020-07-08T21:44:00,,2020-07-09T16:29:00,Sports & Fitness,149.99,25,,Costco,Equipment,Costco Gym Benches 149.99-499.99 -IN STOCK,https://www.costco.ca/strength-core-training.html,8237,4
665,6,immad01,2020-05-02T23:25:00,,2020-07-09T16:27:00,,99.99,140,,Costco,Computers & Electronics,"Microsoft 365 Family 15-month Subscription, Digital Download for $99.99",https://www.costco.ca/microsoft-365-family-15-month-subscription%2c-digital-download.product.100657668.html,32531,71
666,7,Cheapo-Findo,2020-07-08T12:45:00,2020-07-14,2020-07-09T16:01:00,,,15,BOGO,Papa John's Pizza,Restaurants,PAPAJOHNS BOGO Deal (YMMV) Members Only!,http://www.papajohns.com/,2623,-6
667,8,Vovchyk,2020-07-04T18:47:00,,2020-07-09T15:39:00,Restaurants,30.0,10,15.0,,Coffee & Desserts,Lindt 100 Truffles for $30 back,https://shop.lindt.ca/collections/picknmix,5077,9
668,9,bigjee,2020-06-30T22:32:00,2020-07-06,2020-07-09T14:58:00,Entertainment,59.99,112,25% off,,Events & Attractions,"25% Off F1 TV PRO annual subscription - Formula 1 Racing (Live races, replays and other features)",https://www.formula1.com/en/subscribe-to-f1-tv.html#en-CA,9776,36
669,10,sprung,2020-07-08T06:08:00,,2020-07-09T14:09:00,Travel,10.0,25,,,Rail & Bus,$10 GO Transit unlimited Sundays are back!,https://www.gotransit.com/en/travelling-with-us/promotions-and-events,3646,7
670,11,-KILO-,2020-07-07T21:07:00,,2020-07-09T14:04:00,Home & Garden,49.0,6,50.0,Home Depot,Home Improvement & Tools,YMMV - $49 DeWalt DCL050 20V light + more - Ancaster,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/dewalt-20v-max-lithium-ion-cordless-led-hand-held-area-light-tool-only-/1001010418,2597,3
671,12,WCDave,2020-06-15T12:12:00,,2020-07-09T13:21:00,Sports & Fitness,506.77,24,,Amazon.ca,Equipment,Sunny Water Rowing Machine - $506.77,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FSunny-Health-Fitness-Machine-Resistance%2Fdp%2FB075MB7DM8%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3Dsunny%2Bwater%2Brower%26qid%3D1592236967%26sr%3D8-1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,6913,2
672,13,jacdelivery,2020-07-07T14:55:00,,2020-07-09T13:16:00,Electronics,729.0,23,,Apple,Other,"Refurbished iPad Pro 11"" 64gb $729",http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.apple.com%2Fca%2Fshop%2Frefurbished%2Fipad%2Fipad-pro-11,9247,5
673,14,Butterbeerman,2020-07-07T00:31:00,2020-07-09,2020-07-09T12:38:00,,149.99,17,,Canadian Tire,Home & Garden,Mastercraft 3 Gallon Hot Dog Compressor & 2-in-1 Nailer Kit,https://www.canadiantire.ca/en/pdp/mastercraft-3-gallon-hot-dog-compressor-2-in-1-nailer-kit-2999010p.html,4814,9
674,15,hiker007,2020-07-08T22:43:00,,2020-07-09T12:18:00,,649.0,10,,,Home & Garden,Weber Spirit E-315 3-Burner Propane Gas BBQ $649,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/weber-spirit-e-315-3-burner-propane-gas-bbq-in-black/1001543365,2559,-4
675,16,chilli604,2020-07-09T11:31:00,,2020-07-09T12:17:00,Kids & Babies,0.99,3,60.0,Canadian Tire,Other,MASTER Chef BBQ Lighter $0.99 from $2.59,https://www.canadiantire.ca/en/pdp/master-chefbbq-lighter-0851409p.0851409.html,972,1
676,17,lilazncanadian,2020-07-09T05:00:00,,2020-07-09T12:09:00,Kids & Babies,3.44,1,78,,Baby Needs,Kushies Cleanbib - $3.44 (reg. 15.99) In Store - YMMV,,1001,1
677,18,Jon Lai,2020-05-17T17:18:00,,2020-07-09T11:31:00,Home & Garden,14.88,380,,Home Depot,Home Improvement & Tools,Commercial Electric 4ft. Linkable LED Shop Light 3200 lumen 4000K 50000 Hours Life $14.88,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/commercial-electric-4ft-white-linkable-shop-light-3200lumen-4000k-50000hours-1pk/1001512104,97539,116
678,19,gamzerz,2020-07-08T14:19:00,,2020-07-09T11:19:00,Computers & Electronics,59.99,4,0.25,Amazon.ca,Peripherals & Accessories,Logitech K750 Wireless Solar Keyboard - $59.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FLogitech-Wireless-Solar-Keyboard-920-002912%2Fdp%2FB004MF11MU%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3DLogitech%2BWireless%2BSolar%2BKeyboard%2BK750%26qid%3D1594231990%26sr%3D8-1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2099,2
679,20,Habibzidi,2020-07-09T10:11:00,,2020-07-09T11:08:00,,109.68,6,,Amazon.ca,Computers & Electronics,Logitech C922x Pro Stream Back in Amazon,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FLogitech-Stream-Webcam-Streaming-960-001176%2Fdp%2FB01LXCDPPK%2Fref%3Dsxts_sxwds-bia-wc-p13n1_0%3Fcv_ct_cx%3Dwebcam%2Blogitech%26dchild%3D1%26keywords%3Dwebcam%2Blogitech%26pd_rd_i%3DB01LXCDPPK%26pd_rd_r%3D44c8694b-3795-41c1-b6ce-b469a1e19610%26pd_rd_w%3DzE3fs%26pd_rd_wg%3DA6XOg%26pf_rd_p%3D388cf61f-8437-4cdb-8c47-01e887563eaf%26pf_rd_r%3DPB08E1T5CJ6REJXYTVE3%26psc%3D1%26qid%3D1594303770%26sr%3D1-1-191b1ae3-0539-4250-ad39-b698e0b800f6&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1926,0
680,21,Tomas8x,2020-07-09T10:02:00,,2020-07-09T10:51:00,,39.99,3,,Amazon.ca,Computers & Electronics,"256GB Silicon Power A58 SATA III 2.5"" Internal Solid State Drive - $39.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07LG1422Y&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1825,8
681,22,skyaryd,2020-07-09T10:28:00,,2020-07-09T10:28:00,Computers & Electronics,49.99,0,50% off,Canadian Tire,Other,Yukon Gear Ridgeline APX Spotting Scope - $49.99 (50% off),https://www.canadiantire.ca/en/pdp/yukon-gear-ridgeline-apx-spotting-scope-15-45x50-1759471p.html,714,0
682,23,pricecheck,2020-07-08T17:00:00,,2020-07-09T10:24:00,Computers & Electronics,119.99,29,,Dell,Peripherals & Accessories,Logitech G613 Wireless Mechanical Gaming Keyboard,http://www.anrdoezrs.net/click-749547-12105225?url=https%3A%2F%2Fwww.dell.com%2Fen-ca%2Fshop%2Faccessories%2Fapd%2FA9944110&sid=rfdcb,6984,3
683,24,officer416,2020-07-05T08:12:00,,2020-07-09T10:11:00,Computers & Electronics,899.0,26,,Amazon.ca,Computers & Tablets/eReaders,"Acer Swift 3, 14'' FHD IPS, Ryzen 7 4700U, 8GB RAM & Upgradable 512GB SSD $899",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FAcer-Swift-Windows-Silver-SF314-42-R9YN%2Fdp%2FB086KKKT15%2Fref%3Dpd_sbs_147_4%2F135-6709067-1672300%3F_encoding%3DUTF8%26pd_rd_i%3DB086KKKT15%26pd_rd_r%3D340346ff-ecdf-45e4-b54d-c5995fdce621%26pd_rd_w%3DeZu4B%26pd_rd_wg%3DunuD3%26pf_rd_p%3D0ec96c83-1800-4e36-8486-44f5573a2612%26pf_rd_r%3DAA43Z7E9TJZFNPV24JMR%26psc%3D1%26refRID%3DAA43Z7E9TJZFNPV24JMR&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,6094,9
684,25,KanataKG,2020-06-27T08:43:00,2020-07-09,2020-07-09T10:10:00,Computers & Electronics,24.99,73,0.5,STEAM,Video Games,*LAST DAY* Final Fantasy XIV: Shadowbringers ($24.99) / Complete Edition ($37.48) + $6 off $35 Coupon,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/,10739,22
685,26,bluetroll,2020-05-28T17:38:00,,2020-07-09T09:59:00,,,29,75.0,,Entertainment,Fender play guitar lessons 75% off annual subscription,https://try.fender.com/play/chord50/,4567,9
686,27,RishabhK82112,2020-07-02T11:16:00,,2020-07-09T09:49:00,,0.08,42,99,,Computers & Electronics,HOT! Web Hosting + Domain + 25 Emails at $1 for 1 year,https://www.ionos.ca/hosting/linux-hosting?__lf=Order-Nodomaincheck,7932,-1
687,28,sandikosh,2020-06-17T11:43:00,,2020-07-09T09:44:00,Computers & Electronics,139.96,114,,Walmart,Video Games,New Nintendo 2DS XL With Mario Kart $139.96,,33194,33
688,29,phillbert,2020-06-29T16:23:00,2020-07-02,2020-07-09T09:34:00,Computers & Electronics,1299.0,14,,Best Buy,Home Theatre & Audio,"Sony 65"" 4K HDR XBR65X900F - $1299",https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/sony-65-4k-uhd-hdr-led-android-smart-tv-xbr65x900f/12322171,5515,11
689,0,gdl272,2020-02-03T11:10:00,,2020-07-09T09:27:00,Financial Services,,83,,,Banking & Investing,Simplii Financial: New Client Promo $200,https://www.simplii.com/content/simpliipublic/en/special-offers/no-fee-chequing.html,51319,16
690,1,bbcd,2020-07-08T10:36:00,,2020-07-09T09:25:00,Computers & Electronics,39.99,23,,,Peripherals & Accessories,M570 logitech trackball mouse $39.99 several retailers,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FLogitech-910-001799-M570-Wireless-Trackball%2Fdp%2FB0043T7FXE%2Fref%3Dmp_s_a_1_1%3Fdchild%3D1%26keywords%3Dm570%2Bwireless%2Btrackball%26qid%3D1594218666%26sprefix%3DM570%26sr%3D8-1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,4182,14
691,2,9394,2020-07-09T07:21:00,,2020-07-09T07:29:00,Computers & Electronics,399.99,1,,Best Buy,Video Games,Nintendo Switch In-store pickup available (Bay and Dundas),https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/nintendo-switch-console-with-neon-red-blue-joy-con/13817625,1290,0
692,3,story,2020-07-08T16:39:00,,2020-07-09T02:03:00,Computers & Electronics,1.0,2,0.5,No Frills,Other,PC 4 pk AA Alkaline Batteries $1 [GVR - Broadway],,1272,2
693,4,marcfar,2020-07-08T16:45:00,,2020-07-09T01:51:00,,63.0,14,,homedepot,Home & Garden,Brondell CleanSpa Luxury Bidet - homedepot PM for $63+ tax,https://www.costco.ca/brondell-cleanspa-luxury-hand-held-bidet.product.100300048.html,2753,5
694,5,OneLowVW,2020-07-08T03:01:00,,2020-07-09T00:37:00,,0.96,3,0.81,The Source,Automotive,Nexxtech Dual USB Car Charger - $0.96,http://www.anrdoezrs.net/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fbrands%2Fnexxtech%2Fnexxtech-dual-usb-car-charger---black%2Fp%2F108023963&sid=rfdcb,2582,12
695,6,Andanzas,2020-07-07T21:57:00,2020-08-31,2020-07-08T23:36:00,Financial Services,,25,,Royal Bank,Banking & Investing,RBC banking account - Free Airpods with Charging Case,https://www.rbcroyalbank.com/services/accounts/airpods-offer-s-or.html?utm_dc=ks_SEG_78304016_91926431490_446187696393_kwd-314342049356_c&gclid=Cj0KCQjwupD4BRD4ARIsABJMmZ9Xrr4PORNWN5de2ptxzKr944PxEIsu_zB7jt3iupMK7G3QOPvzZyQaAjADEALw_wcB#top-page-content-2,10918,-20
696,7,DaLore,2020-07-08T14:17:00,2020-07-12,2020-07-08T23:29:00,,,7,20-30%,costco.ca,Apparel,Buy more and save more on clothing and footwear,https://www.costco.ca/clothing-handbags.html,3726,7
697,8,Carbuff4,2020-06-24T13:32:00,,2020-07-08T23:17:00,Sports & Fitness,26.99,33,,,Clothing & Accessories,Superfeet Insoles Green $26.99,https://www.wellwise.ca/products/superfeet-heritage-insole-green-series/sku/086301514101,7045,29
698,9,Diafel,2020-07-02T02:21:00,,2020-07-08T23:12:00,Financial Services,1206.0,15,,pdaplaza.ca,Credit Cards,Samsung Galaxy S20 Ultra Cosmic Grey Dual Sim - $1206,https://pdaplaza.ca/collections/deals/products/samsung-galaxy-s20-ultra-5g-sm-g988b-ds-128gb-cosmic-grey-factory-unlocked,3936,-7
699,10,peterchang,2020-07-08T22:53:00,,2020-07-08T23:01:00,Computers & Electronics,1029.0,1,,Costco,Computers & Tablets/eReaders,Lenovo Ideapad Flex 5 4700u 16gb,https://www.costco.ca/lenovo-ideapad-flex-5-81x20067cf-2-in-1-laptop%2c-amd-ryzen-7-4700u.product.100658044.html,2444,1
700,11,SmokinbluntZ,2020-06-29T12:54:00,,2020-07-08T22:55:00,Restaurants,0.0,33,,,Fast Food,Free Chicken Sandwich (original or spicy) after completing receipt survey,,9029,-8
701,12,Jackji,2020-07-08T09:41:00,,2020-07-08T22:40:00,Computers & Electronics,620.0,9,,Lenovo Canada,Peripherals & Accessories,Lenovo Legion Y27q-20 27-inch WLED Gaming Monitor $620,http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Faccessories-and-monitors%2Fmonitors%2Fgaming%2FY27q-20A19270QY2-27inch-Monitor-HDMI%2Fp%2F65EEGAC1US,2366,-2
702,13,karlb,2020-07-07T23:13:00,,2020-07-08T19:31:00,Home & Garden,9.97,15,,,Home Improvement & Tools,Bosch Daredevil 6 piece spade bit set $9.97,,5870,29
703,14,Skilas,2020-07-07T00:30:00,,2020-07-08T19:03:00,,139.99,23,,Canada Computers,Computers & Electronics,WD Red 4TB $139.99 (WD40EFRX),https://www.canadacomputers.com/product_info.php?cPath=15_1086_210&item_id=063680,5592,-1
704,15,cpfan,2020-07-08T12:09:00,2020-07-14,2020-07-08T18:58:00,Computers & Electronics,9.99,3,50.0,Staples,Home Theatre & Audio,Basic Tech bluetooth earbuds $10 in-store YMMV,https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/search?query=basic%20tech%20wireless%20earbuds&configure%5BuserToken%5D=7561886366810483&configure%5BclickAnalytics%5D=true&configure%5BhitsPerPage%5D=32&configure%5Bfilters%5D=tags%3A%22en_CA%22&page=1,1658,2
705,16,coopercold,2020-06-26T12:50:00,,2020-07-08T18:42:00,,0.64,13,,Walmart,Groceries,Pringles / Pringles Groovz - Get 3 Cans for $1.91 (or 64¢ each) w/C51 cashback,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fsearch%2Fpringles&u1=rfdcb,5218,15
706,17,oj777,2020-07-07T19:34:00,,2020-07-08T18:08:00,,16.0,15,,Walmart,Beauty & Wellness,Oral-B CrossAction Electric Toothbrush Replacement Brush Head Refills (3 pack) $16 YMMV Clearance!,,3699,2
707,18,bosschan,2020-07-08T16:50:00,,2020-07-08T17:44:00,Computers & Electronics,107.65,2,,Amazon.ca,Peripherals & Accessories,Logitech C922x Pro Stream Webcam 1080P,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FLogitech-Stream-Webcam-Streaming-960-001176%2Fdp%2FB01LXCDPPK%2Fref%3Dsr_1_3%3Fdchild%3D1%26keywords%3Dc922x%26qid%3D1594241066%26sr%3D8-3&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1850,-2
708,19,Ferny111,2020-07-08T13:52:00,,2020-07-08T17:12:00,,,5,50-70%,Call it Spring,Apparel,50-70% off select styles + 2% CB & FS,https://www.callitspring.com/ca/en/sale/men,1341,-1
709,20,scibuf,2020-06-24T20:26:00,,2020-07-08T16:58:00,Home & Garden,98.0,46,,Home Depot,Home Improvement & Tools,"Makita 18v 1/2"" drill/driver brushless $98.00 (Stockyards-Tor) YMMV",https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/makita-1-2-inch-cordless-drill-driver-with-brushless-motor/1001343789,15441,15
710,21,Chingyul,2020-07-07T11:40:00,,2020-07-08T16:29:00,Computers & Electronics,42.0,20,,Amazon.ca,Peripherals & Accessories,Anker PowerCore 10000 PD - $42,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FAnker-PowerCore-10000mAh-Portable-Delivery%2Fdp%2FB07PXMF52C%3Fref_%3Dpe_7056090_511522340_grep_deals_digest_pe_img&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,4029,2
711,22,airartaura,2020-07-08T15:54:00,,2020-07-08T15:54:00,Entertainment,1.99,0,93,,"Books, Music, Movies, Magazines",(Amazon - Kindle Store) Mastery eBook by Robert Greene - $1.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB007V65PBK&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,663,1
712,23,rb,2020-07-06T08:28:00,2020-07-19,2020-07-08T15:49:00,Restaurants,0.0,9,,,Fast Food,A&W free hash brown with egger (with A&W app),,4054,1
713,24,Byzantium,2020-07-07T22:36:00,,2020-07-08T15:49:00,,89.0,19,40.0,The Bay,Home & Garden,Kitchenaid Long slot 4-slice toaster $89 (Empire Red colour),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=43178&murl=https%3A%2F%2Fwww.thebay.com%2Fproduct%2Fkitchenaid-four-slice-long-slot-toaster-kmt4116er-0600087723125.html%3Ftype%3DFeatured%2520Items%26term%3DKitchenaid%2520long%2520slot&u1=rfdcb,3454,5
714,25,anthonysanjuan,2020-07-07T23:01:00,,2020-07-08T15:36:00,Computers & Electronics,41.99,9,0.3,Amazon.ca,Other,"Anker PowerCore 10000 PD Redux, 10000mAh Portable Charger USB-C Power Delivery (18W) Power Bank - $41.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07PXMF52C%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2667,2
715,26,pman113,2020-07-06T21:32:00,,2020-07-08T15:08:00,,7.48,20,,Walmart,Home & Garden,4 way adjustable oscillating sprinkler $7.48 online only,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fvariable-width-oscillating-sprinkler%2F6000198917873&u1=rfdcb,6927,16
716,27,muppetslayer,2020-07-07T21:07:00,,2020-07-08T14:47:00,,1.49,10,,Amazon.ca,Home & Garden,Mr. Clean Magic Eraser Original $1.49 add-on item,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB004GDSW34&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2932,0
717,28,mattdominic,2020-07-08T12:15:00,2020-07-15,2020-07-08T14:34:00,Computers & Electronics,1799.99,3,,Best Buy,Televisions,"BestBuy Sony 65"" 4K UHD HDR LED Android Smart TV (XBR65X950G) - Open Box ($1,799.99)",https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/sony-65-4k-uhd-hdr-led-android-smart-tv-xbr65x950g-open-box/13595245,1448,-2
718,29,andygps,2020-06-19T12:01:00,,2020-07-08T14:16:00,Home & Garden,134.0,106,44.0,Home Depot,Home Improvement & Tools,Ryobi 18V ONE+ Lithium-Ion Cordless Combo Kit (4-Tool) w/ (2) Compact Batteries - $134,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-lithium-ion-cordless-combo-kit-4-tool-w-2-compact-batteries/1000751344,33586,39
719,0,routeUnknown,2020-07-07T06:32:00,,2020-07-08T14:08:00,Apparel,12.99,20,45,The Bay,Men's Apparel,[Warm] New Balance Socks 6 Pack $12.99 @ The Bay,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=43178&murl=https%3A%2F%2Fwww.thebay.com%2Fproduct%2Fnew-balance-mens-6-pair-pack-white-core-cotton-quarter-socks-0600087472074.html%3Fdwvar_0600087472074_color%3DWHITE&u1=rfdcb,4900,12
